code,name,market,category,riskLevel,personality,profit1,profit1_reason,profit1_source,profit2,profit2_reason,profit2_source,profit3,profit3_reason,profit3_source,key1,key1_reason,key1_source,key2,key2_reason,key2_source,key3,key3_reason,key3_source,risk1,risk1_reason,risk1_source,risk2,risk2_reason,risk2_source,risk3,risk3_reason,risk3_source,reminder,
2355,敬鵬,2355 敬鵬,上市電子零組件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,廣宇,2328 廣宇,上市電子零組件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,國巨,2327 國巨,上市電子零組件,,,被動元件併購王，打造全方位解決方案,MLCC,,,電阻/電感,,,感測器(高階),,,稼動率,,,產品單價(ASP),,,高階應用佔比,,,消費性電子疲軟,,,庫存去化慢,,,併購整合風險,,,透過併購提升毛利，已從循環股轉向利基應用股。
2316,楠梓電,2316 楠梓電,上市電子零組件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,華通,2313 華通,上市電子零組件,,,衛星與低軌道通訊的 PCB 霸主,低軌衛星板,,,iPhone HDI,,,筆電軟板,,,SpaceX發射頻率,,,蘋果新機銷量,,,毛利率,,,HDI產能過剩,,,低價搶單,,,手機景氣低迷,,,低軌衛星題材純度高，是族群中的成長動能指標。
2308,台達電,2308 台達電,上市電子零組件,,,全球電源供應器龍頭，能源轉型指標,電源管理,,,電動車動力系統,,,自動化,,,AI伺服器電源比,,,EV出貨,,,ESG資本支出,,,研發費用高昂,,,電動車市況波動,,,低端競爭,,,護城河極深，是 AI 與綠能雙指標的長線績優股。
2059,川湖,2059 川湖,上市電子零組件,,,伺服器導軌霸主，隱形的 AI 贏家,高階伺服器導軌,,,廚具滑軌,,,精密機構,,,AI伺服器出貨量,,,毛利率(高達50%+),,,新廠產能,,,鋼材報價波動,,,競爭者低價追趕,,,匯兌損失,,,AI 伺服器越重越精密，川湖的專利導軌價值越高。
1582,信錦,1582 信錦,上市電子零組件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,首利,1471 首利,上市電子零組件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSE37,電子通路,TSE37 電子通路,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,至上,8112 至上,上市電子通路,,,三星在台最大的記憶體經銷商,DRAM/NAND銷售,,,伺服器拉貨,,,手機市場回溫,,,記憶體報價走勢,,,三星供貨策略,,,伺服器營收比,,,記憶體跌價損失,,,客戶集中度高,,,財務槓桿,,,與記憶體報價高度相關，典型景氣循環股
8072,陞泰,8072 陞泰,上市電子通路,,,從安全監控轉向通路的轉型者,半導體零件代理,,,監控設備,,,影像處理,,,新代理線貢獻,,,監控市場佔比,,,轉收比率,,,轉型成效慢,,,舊產品淘汰損失,,,競爭力轉弱,,,處於轉型期，觀察新代理線的擴張速度
8070,長華*,8070 長華*,上市電子通路,,,半導體封裝材料的隱形冠軍與控股者,導線架,,,封裝膠材代理,,,投資收益,,,貴金屬價格,,,導線架市佔,,,轉投資股價表現,,,面額1元波動大,,,原料成本轉嫁,,,封測利用率,,,具高殖利率與轉投資題材，注意原料走勢
6776,展碁國際,6776 展碁國際,上市電子通路,,,宏碁集團下的通路雜貨店,軟體代理,,,遊戲機(Switch),,,生活家電,,,雲端服務營收,,,熱門遊戲大作,,,毛利率,,,代理品過於分散,,,熱門品缺貨,,,毛利波動,,,代理產品極廣（含美妝），分散風險佳
6281,全國電,6281 全國電,上市電子通路,,,主打揪甘心服務的家庭電器零售王,大小家電銷售,,,冷氣安裝,,,數位通路營收,,,房市成交量,,,夏季均溫,,,電商滲透率,,,房市下滑,,,電商消價,,,人力成本上升,,,營收有明顯季節性，夏季空調是關鍵
6189,豐藝,6189 豐藝,上市電子通路,,,顯示與利基型產品推手,Broadcom代理,,,顯示面板,,,車用電子,,,車用營收比,,,股息分配率,,,庫存周轉,,,面板報價波動,,,單一客戶營收過高,,,成長性放緩,,,高毛利利基市場，獲利與配息極度穩健
5434,崇越,5434 崇越,上市電子通路,,,信越化學代理商，台積電最親密的材料管家,光阻/矽晶圓代理,,,廠務工程,,,環保綠能工程,,,台積電產能利用率,,,中國擴產速度,,,工程合約負債,,,依賴單一供應商,,,中國收帳風險,,,工程毛利波動,,,只要先進製程不停，成長軌跡就不會停
3702,大聯大,3702 大聯大,上市電子通路,,,亞太第一全球前二的電子通路百貨商,零件代理,,,供應鏈管理,,,規模採購,,,存貨周轉率,,,美元利率,,,ROA,,,融資成本過高,,,下游需求疲軟,,,庫存呆滯,,,適合當作產業景氣風向球，穩健但爆發力小
3528,安馳,3528 安馳,上市電子通路,,,工業控與類比晶片專家,ADI代理,,,AMD(Xilinx)代理,,,工業自動化方案,,,工業自動化需求,,,毛利率穩定度,,,軍工訂單,,,代理權集中風險,,,全球資本支出縮減,,,庫存調整,,,工業自動化與國防升級的受益者
3312,弘憶股,3312 弘憶股,上市電子通路,,,從通訊代理轉型為AI算力租賃的黑馬,Realtek代理,,,算力出租,,,中國信創市場,,,算力中心規模,,,算力毛利,,,通訊晶片庫存,,,算力競爭加劇,,,租約延續性,,,短線漲幅過大,,,算力租賃是新動能，觀察實際獲利而非題材
3209,全科,3209 全科,上市電子通路,,,通訊IC代理大廠,Broadcom產品,,,通訊基礎建設,,,網路設備,,,5G基建速度,,,網路設備更換潮,,,營業利益率,,,電信商資本支出減,,,競爭對手搶單,,,匯率波動,,,5G與網路基礎設施升級的受惠股
3055,蔚華科,3055 蔚華科,上市電子通路,,,半導體測試設備的代理與自有研發雙棲,測試設備代理,,,自有測試機,,,晶圓檢測服務,,,自研營收佔比,,,機台交付期,,,半導體資本支出,,,代理權更迭,,,研發費用過高,,,裝機時程延後,,,轉型陣痛期長，但成功後毛利天花板高
3048,益登,3048 益登,上市電子通路,,,手機與穿戴裝置常客,Skyworks代理,,,高通產品,,,感測元件,,,手機出貨量,,,穿戴裝置滲透率,,,營運周轉天數,,,消費電子低迷,,,專利訴訟風險,,,毛利持續探底,,,與消費性電子景氣高度掛鉤，波動較大
3036,文曄,3036 文曄,上市電子通路,,,併購Future後晉升全球前三的激進擴張者,車用/工業高毛利產品,,,全球布局,,,併購財務併表,,,併購綜效,,,全球市佔率,,,債務比率,,,組織整合風險,,,高利息負擔,,,景氣大幅反轉,,,已轉型為高利潤率的全球解決方案提供者
3033,威健,3033 威健,上市電子通路,,,老牌電子元件代理商,AMD代理,,,Lattice代理,,,電源管理晶片,,,PC換機潮,,,工業PC訂單,,,現有代理線維持,,,市場競爭激烈,,,成長動能不足,,,毛利空間受壓,,,體質穩健但缺乏話題性，適合長期領息
3028,增你強,3028 增你強,上市電子通路,,,視訊與電源管理專家,Sandisk代理,,,電源晶片,,,消費電子零件,,,快閃記憶體價格,,,電源管理需求,,,殖利率,,,記憶體價格波動,,,客戶流失,,,營運效率下降,,,獲利平穩，股利政策對長期股東友善
3010,華立,3010 華立,上市電子通路,,,半導體與綠能材料的全能支援部隊,半導體耗材,,,5G高頻材料,,,太陽能/儲能系統,,,AI伺服器材料佔比,,,CoWoS滲透率,,,ROE,,,原物料價格波動,,,面板需求低迷,,,轉投資收益不穩,,,受惠AI與先進封裝，是具技術含量的個股
2430,燦坤,2430 燦坤,上市電子通路,,,3C實體通路的老牌龍頭,3C產品銷售,,,企業採購,,,會員收益,,,實體店坪效,,,電商成長率,,,PC換機潮,,,店租成本高,,,電商侵蝕市佔,,,存貨管理失靈,,,處於轉型期，觀察品牌重塑與虛實整合效果
2414,精技,2414 精技,上市電子通路,,,科技產品與自動辨識專家,電腦設備代理,,,掃描感測設備,,,物流服務,,,企業IT預算,,,物流自動化需求,,,營業費用率,,,內需市場飽和,,,品牌方調整通路,,,毛利壓縮,,,整合物流能力強，屬於內需服務型通路
2347,聯強,2347 聯強,上市電子通路,,,擁有精實物流核心競爭力的亞太資通訊龍頭,IT分銷,,,商用軟體/雲端,,,海外轉投資,,,商用服務成長,,,海外收益,,,營業費用率,,,地緣政治影響,,,消費性需求萎縮,,,物流成本上漲,,,股息政策穩定，是通路股中的防禦型首選
TSE38,資訊服務,TSE38 資訊服務,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6214,精誠,6214 精誠,上市資訊服務,,,台灣資服業的百貨巨頭與轉型領航者,數位轉型服務,,,雲端基礎架構,,,資安解決方案,,,營業利益率,,,年度經常性收入(ARR),,,企業數位支出,,,人才流失風險,,,軟硬體整合毛利波動,,,子公司轉投資損益,,,資服業領頭羊，觀察其從系統整合轉向軟體服務的毛利提升。
6183,關貿,6183 關貿,上市資訊服務,,,坐穩國家級通關與稅務門票的獲利特區,通關自動化服務,,,政府專案,,,資安與雲端機房,,,進出口貿易量,,,政府資訊預算,,,SaaS服務佔比,,,政策變動影響,,,資安攻擊風險,,,研發費用增加,,,具備壟斷特性的防禦型標的，獲利極其穩定但成長爆發力弱。
6112,邁達特,6112 邁達特,上市資訊服務,,,雲端運算與網路基礎建設的架構師,Cisco/VMware代理,,,雲端維運服務,,,佳世達集團綜效,,,雲端市場滲透率,,,集團內銷綜效,,,海外代理拓展,,,原廠合約變動,,,匯率波動風險,,,庫存去化速度,,,受惠企業上雲趨勢，集團資源挹注是其最強後盾。
5203,訊連,5203 訊連,上市資訊服務,,,從傳統影音軟體轉型AI辨識的軟體先驅,訂閱制軟體(B2C),,,FaceMe人臉辨識(B2B),,,OEM授權,,,訂閱用戶數,,,ARR成長率,,,AI辨識應用訂單,,,免費軟體競爭,,,行動端成長趨緩,,,R&D成本過高,,,軟體訂閱轉型成功，未來評價取決於AI辨識應用的商業化速度。
4994,傳奇,4994 傳奇,上市資訊服務,,,以IP為核心的老牌遊戲研發與營運商,手機遊戲發行,,,經典PC遊戲營運,,,IP授權收入,,,新遊戲流水(Revenue),,,買量成本(CPI),,,遊戲生命週期,,,新作推出失利,,,買量競爭加劇,,,經典IP過度開發,,,獲利波動極大，投資需關注新遊戲上市時程與首月排名。
3029,零壹,3029 零壹,上市資訊服務,,,資安、雲端與AI架構的加值代理商,資安產品代理,,,大數據與雲端架構,,,企業IT維護,,,資安需求熱度,,,代理線品牌增減,,,專案毛利率,,,代理權遭收回,,,企業縮減IT支出,,,低價搶單競標,,,資安意識提升的最直接受益者，具備高經常性維護收入。
2480,敦陽科,2480 敦陽科,上市資訊服務,,,高端系統整合與半導體廠務的隱形支柱,高端伺服器/儲存系統,,,半導體監測系統,,,定期維護服務,,,半導體資本支出,,,維護收入占比,,,股息配發率,,,科技業景氣反轉,,,人才招募困難,,,硬體採購成本增加,,,與半導體龍頭連動度高，是資服業中的高息穩健股。
2471,資通,2471 資通,上市資訊服務,,,深耕製造業與金融業的ERP/HR專業商,ERP軟體研發,,,金融報表系統,,,政府專案導入,,,智慧製造升級潮,,,軟體版權收入,,,專案完工進度,,,專案時程延宕,,,國外軟體大廠競爭,,,本土人力缺口,,,毛利率較傳統SI高，觀察其在碳盤查軟體與ESG轉型之佈局。
2468,華經,2468 華經,上市資訊服務,,,數位影像與金融文件處理的資深老兵,數位化掃描服務,,,金融端末系統,,,伺服器維護,,,政府檔案數位化需求,,,銀行分行轉型,,,設備更新週期,,,規模效益較小,,,低毛利專案過多,,,成長動能較單一,,,營運波動小，適合尋求低波動與穩定配息的投資者。
2453,凌群,2453 凌群,上市資訊服務,,,跨足雲端與AI的資深大型系統整合廠,金融/政府系統整合,,,雲端平台,,,AI智慧服務(如機器人),,,大型專案中標數,,,海外市佔(如日本/東南亞),,,政府基建預算,,,大型專案毛利稀釋,,,軟體開發週期過長,,,市場流動性較低,,,傳統SI背景正積極擁抱AI，觀察其自有軟體產品的營收贡献。
2427,三商電,2427 三商電,上市資訊服務,,,金融端末設備與公共安全通訊的穩定承包商,ATM設備與維護,,,警察通訊系統,,,金融軟體服務,,,ATM換機潮,,,政府通訊專案,,,集團通路綜效,,,支付習慣改變(少現金化),,,專案驗收延遲,,,匯率波動,,,受惠金融設備維修的長期穩定收益，具備集團支持優勢。
TSE39,其他電子,TSE39 其他電子,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8499,鼎炫-KY,8499 鼎炫-KY,上市其他電子,,,橫跨智慧秤重與 EMI 屏蔽材料的混血王者。,智慧衡器（電子秤）,,,EMI 屏蔽材料,,,絕緣材料。,,,筆電（EMI）換機潮,,,中國超市數位化（秤）,,,毛利率。,,,PC 市場成長趨緩,,,原料價格,,,地緣政治合規。,,,毛利率維持在 40% 以上，是高技術含量的利基股。
8201,無敵,8201 無敵,上市其他電子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8021,尖點,8021 尖點,上市其他電子,,,PCB 鑽針與代鑽服務的精微加工者。,PCB 鑽針銷售,,,代鑽服務,,,磨針服務。,,,PCB 產能利用率,,,伺服器板需求,,,鑽針壽命技術。,,,消費性板市佔下滑,,,原料成本,,,產能閒置風險。,,,隨 AI 板與車用板厚度增加，高端鑽針需求回升。
6830,汎銓,6830 汎銓,上市其他電子,,,半導體材料分析的「顯微鏡專家」。,材料分析 (MA),,,故障分析 (FA),,,IC 電路修補。,,,先進製程節點,,,分析案量,,,設備投資額。,,,人才流失,,,設備折舊費用,,,客戶自行分析風險。,,,與先進製程同步成長，分析案量隨技術競爭而增加。
6743,安普新,6743 安普新,上市其他電子,,,具備高度垂直整合能力的耳機代工大廠。,電競耳機,,,TWS 真無線耳機,,,通訊週邊。,,,主要客戶訂單佔比,,,越南廠產能利用率,,,匯率損益。,,,客戶流失風險,,,耳機市場飽和,,,人力成本上升。,,,越南佈局成熟，是品牌廠在避開地緣政治風險時的首選。
6698,旭暉應材,6698 旭暉應材,上市其他電子,,,OLED 金屬遮罩（FMM）的精密加工者。,OLED 遮罩銷售,,,面板設備維修,,,真空鍍膜。,,,中國 OLED 滲透率,,,平板與筆電導入 OLED 進度,,,產能利用率。,,,OLED 面板廠虧損,,,技術開發進度,,,市場競爭。,,,成長性取決於 OLED 在中尺寸產品（筆電/平板）的普及度。
6691,洋基工程,6691 洋基工程,上市其他電子,,,專注於高端無塵室與節能環保工程。,半導體無塵室,,,面板廠房工程,,,節能系統。,,,訂單合約負債,,,主要客戶擴產,,,工程周轉率。,,,工程意外,,,原料上漲無法轉嫁,,,集中單一客戶。,,,走精緻高端路線，毛利通常優於一般營造。
6658,聯策,6658 聯策,上市其他電子,,,PCB 與半導體視覺檢測（AOI）的新銳。,自動化設備,,,視覺檢測系統,,,耗材服務。,,,載板廠產能利用率,,,新設備認證進度,,,研發佔營收比。,,,單一客戶依賴度高,,,技術替代風險,,,毛利受壓。,,,隨 AI 帶動 PCB 升級，其自動化與檢測需求具備動能。
6558,興能高,6558 興能高,上市其他電子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6438,迅得,6438 迅得,上市其他電子,,,半導體與 PCB 自動化搬運的專家。,自動化倉儲,,,機器人搬運,,,半導體晶圓搬運。,,,CoWoS 擴產需求,,,載板市佔率,,,自動化滲透率。,,,資本支出縮減,,,同業技術追趕,,,庫存去化。,,,隨晶圓廠自動化程度提升，其搬運設備重要性大增。
6409,旭隼,6409 旭隼,上市其他電子,,,全球不斷電系統 (UPS) 的「幕後設計王」(DMS)。,UPS 代工,,,太陽能逆變器,,,儲能系統。,,,美元匯率,,,鉛酸電池成本,,,全球資料中心支出。,,,零組件成本飆升,,,客戶庫存調整,,,競爭對手切入。,,,高毛利&高成長的資優生，股價通常較高但穩定。
6283,淳安,6283 淳安,上市其他電子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6215,和椿,6215 和椿,上市其他電子,,,專精於 SMT 設備與自動化驅動組件的資深商。,自動化驅動組件,,,SMT 設備,,,機器人關鍵零件。,,,電子業擴產需求,,,機器人相關營收佔比,,,存貨周轉率。,,,代理權變動,,,市場競爭加劇,,,研發費用過高。,,,具備機器人題材，但實際獲利仍需看 SMT 市場臉色。
6201,亞弘電,6201 亞弘電,上市其他電子,,,跨足音訊產品與小家電的多元製造商。,黑膠唱機,,,音訊處理設備,,,美容/廚房家電。,,,產品組合毛利率,,,新客戶開發,,,資本支出回報。,,,市場競爭激烈,,,代工利潤稀薄,,,品牌方調整庫存。,,,產品分散性佳，獲利波動較小，適合價值型觀察。
6196,帆宣,6196 帆宣,上市其他電子,,,半導體設備代理與系統整合的全才。,設備代理,,,自動化系統,,,ASML 模組代工。,,,ASML 代工訂單量,,,海外建廠進度,,,研發投入。,,,設備更新週期,,,國際貿易制裁,,,工程款收回風險。,,,具備代理與製造雙動能，與歐美大廠連動性強。
6192,巨路,6192 巨路,上市其他電子,,,兩岸工業程序控制（DCS）的整合權威。,程序控制系統整合,,,各類控制閥銷售,,,售後維修服務。,,,在手訂單總額,,,半導體與石化業資本支出,,,毛利率。,,,原料成本上漲,,,中國市場放緩,,,專案驗收延遲。,,,工業儀表界的「大聯大」，獲利極穩且配息大方。
6139,亞翔,6139 亞翔,上市其他電子,,,兩岸半導體與面板廠務工程的高手。,潔淨室工程,,,機電系統整合,,,中國半導體擴產案。,,,中國標案進度,,,在手訂單總額,,,營益率。,,,中國市場不確定性,,,標案競爭削價,,,入帳週期波動。,,,訂單能見度極高，主要看入帳時點決定股價爆發力。
5225,東科-KY,5225 東科-KY,上市其他電子,,,全球最大影音聲學代工廠（Soundbar）。,Soundbar,,,耳機,,,專業音響代工。,,,韓系/歐美品牌訂單,,,原料價格,,,毛利率。,,,消費力減弱,,,原料漲價,,,代工利潤稀薄。,,,專注於中高端音訊，近年體質改善，股息大方。
4588,玖鼎電力,4588 玖鼎電力,上市其他電子,,,智慧電網與電表升級的政策受惠者。,智慧電表,,,電力監測系統,,,能源管理。,,,台電標案份額,,,智慧電表佈建速度,,,毛利率。,,,標案入帳不均,,,材料成本波動,,,政策延續性。,,,屬政策題材股，業績隨標案驗收呈現週期性跳動。
3665,貿聯-KY,3665 貿聯-KY,上市其他電子,,,高階連接線束龍頭，切入 AI 伺服器與醫療。,AI 伺服器線束,,,電動車連接器,,,工業設備。,,,高速傳輸線佔比,,,特斯拉訂單,,,收購綜效。,,,原物料價格,,,地緣政治影響,,,商譽減損。,,,已轉型為 AI 基礎建設概念股，不再只是汽車零件。
3617,碩天,3617 碩天,上市其他電子,,,品牌與代工並重的不斷電系統 (UPS) 專家。,自有品牌 CyberPower,,,北美通路,,,雲端中心電源。,,,北美市場市佔,,,海運費率,,,銅材價格。,,,消費性需求下滑,,,物流塞港,,,品牌行銷費用。,,,獲利受惠於北美資料中心更新，股價彈性較大。
3518,柏騰,3518 柏騰,上市其他電子,,,專精於真空鍍膜與 EMI 屏蔽處理。,筆電機殼鍍膜,,,EMI 處理,,,汽車輪圈鍍膜。,,,筆電市場復甦,,,汽車配件需求,,,研發費用佔比。,,,單一產業過度集中,,,技術替代,,,市場需求萎縮。,,,長期與 PC 產業連動，近年努力轉向車用領域。
3305,昇貿,3305 昇貿,上市其他電子,,,焊錫材料專家，切入低軌衛星與 AI。,錫條/錫膏,,,低軌衛星應用,,,低溫焊接技術。,,,錫價,,,低軌衛星發射頻率,,,環保銲材佔比。,,,國際錫價劇烈波動,,,下游電子業衰退,,,匯損。,,,與原物料價格高度掛鉤，低軌衛星是新成長點。
3043,科風,3043 科風,上市其他電子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,德律,3030 德律,上市其他電子,,,電子產品「健康檢查」的 AOI 檢測設備大廠。,光學檢測設備 (AOI),,,電路板測試,,,半導體檢測。,,,車用/伺服器檢測需求,,,毛利率 (通常很高),,,股息。,,,下游庫存修正,,,技術迭代風險,,,同業殺價。,,,產品高毛利且具競爭力，是隱形的設備標杆。
3018,隆銘綠能,3018 隆銘綠能,上市其他電子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488,漢平,2488 漢平,上市其他電子,,,全球黑膠唱盤與 DJ 設備的隱形冠軍。,黑膠唱盤,,,專業 DJ 控制器,,,專業音響。,,,歐美消費能力,,,黑膠文藝復興潮,,,海運運費。,,,關鍵組件短缺,,,消費性支出縮減,,,存貨呆滯風險。,,,利基市場龍頭，獲利能力隨音樂文化復古而起伏。
2482,連宇,2482 連宇,上市其他電子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,美隆電,2477 美隆電,上市其他電子,,,專注於音響系統與家用揚聲器的老牌廠商。,揚聲器系統,,,車用音響,,,智慧音箱。,,,車用音頻滲透率,,,家用音響需求,,,美元匯率。,,,原物料價格,,,客戶轉換週期長,,,營收成長停滯。,,,穩健保守，車用電子是其目前最有潛力的成長動能。
2474,可成,2474 可成,上市其他電子,,,手握巨額現金，正由機殼轉型醫材與工業的轉型者。,筆電機殼,,,平板零件,,,醫療/航太利基產品。,,,淨現金流,,,醫材營收貢獻,,,庫藏股執行。,,,傳統機殼市佔萎縮,,,轉型期過長,,,現金運用效率。,,,目前是「現金王」，價值取決於轉型併購的成效。
2464,盟立,2464 盟立,上市其他電子,,,半導體與物流自動化系統的元老級整合商。,自動化倉儲,,,機器人整合,,,面板自動化設備。,,,AI 算力中心建設,,,CoWoS 設備需求,,,合約負債。,,,下游面板業蕭條,,,研發費用高昂,,,工程利潤率。,,,積極切入半導體封裝自動化，老公司正迎來新動能。
2461,光群雷,2461 光群雷,上市其他電子,,,全球最大雷射全像材料（防偽標籤）供應商。,雷射全像包裝材料,,,防偽標籤,,,光學薄膜。,,,菸酒包裝需求,,,印度/東南亞擴廠,,,毛利率。,,,數位防偽替代風險,,,原料價格,,,匯率風險。,,,壟斷利基市場，獲利與全球防偽包裝需求高度相關。
2459,敦吉,2459 敦吉,上市其他電子,,,通路、製造與檢測「三位一體」的半導體服務商。,零件代理,,,模組製造,,,安規認證測試。,,,代理權續約情況,,,製造部營收佔比,,,股息發放。,,,客戶轉向直購,,,技術認證過期,,,製造端毛利下滑。,,,獲利結構轉向「高毛利製造與測試」，非純通路股。
2433,互盛電,2433 互盛電,上市其他電子,,,震旦集團下，深耕台灣影印機服務的子公司。,辦公室設備租賃,,,耗材收入,,,雲端解決方案。,,,合約續約率,,,每台機器平均產值,,,營運費用率。,,,市場飽和成長慢,,,設備汰換週期拉長,,,利潤微薄。,,,獲利極穩但缺乏成長故事，適合追求固定收益。
2423,固緯,2423 固緯,上市其他電子,,,電子量測儀器的品牌老牌，深耕基礎研發。,電子量測儀器,,,電源供應器,,,環境試驗設備。,,,品牌市佔率,,,教育與研究機構訂單,,,營業費用率。,,,消費電子景氣下滑,,,中國品牌低價競爭,,,技術迭代。,,,獲利極其穩健的「冷門好公司」，是電子業的基礎建設。
2404,漢唐,2404 漢唐,上市其他電子,,,台積電建廠最依賴的無塵室工程龍頭。,無塵室整合工程,,,系統維護,,,化學供應系統。,,,台積電資本支出,,,訂單能見度,,,工程毛利率。,,,客戶過度集中,,,工程進度延宕,,,人力成本上漲。,,,半導體擴產的先行指標，入帳週期是獲利關鍵。
2390,云辰,2390 云辰,上市其他電子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2373,震旦行,2373 震旦行,上市其他電子,,,兩岸 OA 辦公設備與家具的服務龍頭。,影印機出租與租賃,,,辦公家具,,,3D 列印。,,,企業數位轉型支出,,,中國辦公市場成長,,,合約量。,,,中國房產蕭條影響,,,無紙化趨勢,,,辦公室縮減。,,,具備強大後勤維護與租賃收入，是典型的「收租型」公司。
2360,致茂,2360 致茂,上市其他電子,,,全球半導體與電動車測試設備的「裁判長」。,精密電子量測,,,半導體測試,,,電動車動力測試。,,,AI 晶片測試需求,,,毛利率,,,研發費用。,,,研發失敗風險,,,下游資本支出縮減,,,同業競爭。,,,高技術門檻帶動高毛利，是 AI 趨勢下的穩定贏家。
2359,所羅門,2359 所羅門,上市其他電子,,,以「AI 視覺」賦予機器人靈魂的先驅。,AI 3D 視覺系統,,,工業自動化,,,能源發電。,,,NVIDIA 合作關係,,,視覺軟體授權數,,,營益率。,,,營收尚未跟上股價,,,技術研發落後,,,市場競爭。,,,題材性強，股價受 NVIDIA 消息影響極大。
2354,鴻準,2354 鴻準,上市其他電子,,,鴻海集團下最強的散熱與金屬機殼支柱。,iPhone 金屬機殼,,,遊戲機組裝,,,散熱模組。,,,蘋果訂單佔比,,,散熱技術研發,,,集團內部整合。,,,機殼材質轉換,,,競爭對手搶單,,,消費電子低迷。,,,隨 AI 伺服器散熱需求增加，其技術轉型值得關注。
2317,鴻海,2317 鴻海,上市其他電子,,,橫跨電子代工、AI 伺服器與電動車的全球帝國。,iPhone 組裝,,,AI 伺服器 (GB200),,,雲端網絡設備。,,,AI 伺服器營收佔比,,,毛利率 (目標 8%),,,電動車量產進度。,,,毛利率過低,,,地緣政治風險,,,中國產能依賴。,,,規模巨大，轉型 AI 與電動車是評價回升的關鍵。
2312,金寶,2312 金寶,上市其他電子,,,具備全球佈局能力的資通訊與印表機代工廠。,儲存設備,,,印表機,,,通訊網路產品。,,,東南亞產能利用率,,,全球通訊需求,,,集團轉投資。,,,低毛利競爭,,,匯率變動,,,債務比率較高。,,,佈局東南亞早，是去中國化趨勢下的避風港。
TSE40,油電燃氣,TSE40 油電燃氣,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9937,全國,9937 全國,上市油電燃氣,,,行銷力最強的私營加油站通路商。,燃油零售,,,洗車服務,,,加油站空間租賃。,,,汽油銷售毛利,,,會員黏著度,,,電動車滲透率。,,,油價崩跌的庫存損失,,,電競/電動車威脅,,,地租上漲。,,,現金流極強，但面臨電動車長期的產業轉型挑戰。
9931,欣高,9931 欣高,上市油電燃氣,,,南台灣高雄地區的能源門神。,高雄市瓦斯供應,,,設備安裝維護,,,長期投資收益。,,,高雄工業區景氣,,,冬季均溫（南部較短）,,,配息率。,,,氣爆相關賠償與維護,,,南部暖冬影響,,,工業轉型。,,,股性相較北部瓦斯股略有波動，但仍屬防禦佳品。
9926,新海,9926 新海,上市油電燃氣,,,掌管三重、新莊區域的藍領與工業氣體商。,工業用瓦斯,,,民生供氣,,,管線維護工程。,,,區域工商業景氣,,,房地產成交量,,,ROE。,,,替代能源競爭,,,政策干預價格,,,供氣系統老化。,,,殖利率通常不錯，是新北市開發趨勢下的穩健標的。
9918,欣天然,9918 欣天然,上市油電燃氣,,,深耕中永和與新店的民生基礎支柱。,民生瓦斯供應,,,裝置工程收入,,,熱水器等器材銷售。,,,區域新屋開案量,,,住宅密度,,,天然氣採購成本。,,,都更速度放緩,,,公安安全風險,,,區域人口外移。,,,獲利極度透明，適合不求爆發只要穩定領息的人。
9908,大台北,9908 大台北,上市油電燃氣,,,坐擁天龍國核心區的能源提款機。,瓦斯銷售,,,掛表與管線安裝,,,電信與大樓租賃。,,,冬季均溫(越冷越賺),,,台北市人口動態,,,股息配發率。,,,天然氣價格凍漲,,,老舊管線維護成本,,,供氣中斷。,,,存股首選中的首選，股價跟心電圖一樣平穩。
8926,台汽電,8926 台汽電,上市油電燃氣,,,協助台電補足缺口的神救援。,民營電廠(IPP)收益,,,綠能工程(EPC),,,售電服務。,,,台電購電價格,,,離岸風電與光電進度,,,天然氣成本。,,,能源政策反轉,,,發電設備故障,,,原物料上漲。,,,台灣能源轉型的核心受益者，具備政策保護傘。
6505,台塑化,6505 台塑化,上市油電燃氣,,,亞洲煉油界的「大鯨魚」，景氣循環指標。,汽柴油外銷,,,乙烯/丙烯裂解,,,發電收益。,,,煉油利差(Crack Spread),,,國際油價,,,開工率。,,,全球經濟衰退,,,碳費與環保法規,,,油價劇烈波動。,,,它是週期性巨頭，投資要看全球景氣而非台灣內需。
2616,山隆,2616 山隆,上市油電燃氣,,,同時掌握油品與物流的物流業油箱。,加油站銷售,,,貨運與物流收入,,,車輛維修。,,,物流運費,,,油品價差,,,正隆集團內部物流需求。,,,物流司機缺工,,,運輸成本增加,,,EV貨車轉型風險。,,,它是披著加油站外衣的物流股，跟景氣連動較強。
